RECORDID,DAM_NAME,OTHER_DAM_NAME,DAM_FORMER_NAME,STATEID,NIDID,LONGITUDE,LATITUDE,SECTION,COUNTY,RIVER,CITY,DISTANCE,OWNER_NAME,OWNER_TYPE,DAM_DESIGNER,PRIVATE_DAM,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPLETED,YEAR_MODIFIED,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL_HEIGHT,HYDRAULIC_HEIGHT,NID_HEIGHT,MAX_DISCHARGE,MAX_STORAGE,NORMAL_STORAGE,NID_STORAGE,SURFACE_AREA,DRAINAGE_AREA,HAZARD,EAP,INSPECTION_DATE,INSPECTION_FREQUENCY,STATE_REG_DAM,STATE_REG_AGENCY,SPILLWAY_TYPE,SPILLWAY_WIDTH,OUTLET_GATES,VOLUME,NUMBER_OF_LOCKS,LENGTH_OF_LOCKS,WIDTH_OF_LOCKS,FED_FUNDING,FED_DESIGN,FED_CONSTRUCTION,FED_REGULATORY,FED_INSPECTION,FED_OPERATION,FED_OWNER,FED_OTHER,SOURCE_AGENCY,STATE,SUBMIT_DATE,URL_ADDRESS,CONG_NAME,PARTY,CONG_DIST,OTHERSTRUCTUREID,NUMSEPARATESTRUCTURES,PERMITTINGAUTHORITY,INSPECTIONAUTHORITY,ENFORCEMENTAUTHORITY,JURISDICTIONALDAM,EAP_LAST_REV_DATE
4678,METZGER,,,,CA00703,-120.1098,37.7166,"S33,T 2S,R17E,MD",MARIPOSA,DUTCH CREEK,45,,PRIVATE ENTITY,P,USDA NRCS,N,RE,X,R,CS,1956,,460,30,0,24.4,30,0,0,75,75,8,1,L,N,6/19/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,21000,0,0,0,,USDA NRCS,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,
4679,SIERRA VISTA,,,,CA00705,-120.2765,37.1523,,MADERA,CHOWCHILLA RV,2,2,PRIVATE ENTITY,P,,N,RE,X,S,CS,1872,,350,12,0,8.5,12,0,0,90,90,31,0,L,N,3/5/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,3350,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Jim Costa (D),D,CA16,,0,Y,Y,Y,Y,
4680,"JANE, LAKE",,,,CA00706,-119.8233,37.0614,"S18,T10S,R20E,MD",MADERA,TR HILDRETH CR,4,,"SWD INVESTMENTS-FULTON RANCH, INC.",P,USDA NRCS,N,RE,X,R,S,1961,,361,37,0,30,37,0,0,182,182,21,3.2,L,N,3/6/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,23000,0,0,0,,USDA NRCS,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,
4681,BLACK HAWK,,,,CA00707,-119.7842,37.1641,,MADERA,COARSE GOLD CR,25,25,PRIVATE ENTITY,P,,N,RE,X,R,RS,1971,,510,45,0,32.5,45,0,0,740,740,55,58.8,S,N,3/6/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,33242,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,
4682,SPRING,,,,CA00708,-119.7694,37.1817,,MADERA,LONGHOLLOW CREEK,,0,YOSEMITE LAKES OWNERS ASSOCIATION,P,,N,RE,X,RS,RS,1971,,335,41,0,33.4,41,0,0,152,152,22,2.87,S,Y,3/7/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,22196,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,01-DEC-15
4683,SEQUOIA LAKE,,,,CA00709,-118.9953,36.7346,,FRESNO,MILL FLAT CR,6,6,"Y.M.C.A., INC.",P,,Y,RE,X,R,RS,1888,,225,51,0,41,51,0,0,1370,1370,200,4,H,N,10/11/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,12000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,
4684,STINSON WEIR,,,,CA00710,-119.9936,36.4607,,FRESNO,TR KINGS RIVER,3,3,STINSON CANAL AND IRRIGATION COMPANY,P,,N,CB,X,S,CS,1910,,256,14,0,10,14,0,0,50,50,21,0,L,N,6/8/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,460,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,TJ Cox (D),D,CA21,,0,Y,Y,Y,Y,
4685,GIFFEN RESERVOIR,,,,CA00711,-119.4428,36.8044,,FRESNO,TR HOLLAND CR,7,7,"HARRIS FARMS, INC.",P,,N,RE,X,S,S,1971,,1250,29,0,25,29,0,0,900,900,87,1.1,H,Y,5/25/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,83000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Tom McClintock (R),R,CA04,,0,Y,Y,Y,Y,20-JAN-14
4686,LARSON,,,,CA00712,-118.8494,36.0346,,TULARE,TR S TULE RIVER,7.5,7.5,SOUTH TULE INDEPENDENT DITCH COMPANY,P,,N,RE,X,R,OS,1963,,650,54,0,51.5,54,0,0,325,325,21,0.64,S,N,9/5/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,73500,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Kevin McCarthy (R),R,CA23,,0,Y,Y,Y,Y,
4687,EMPIRE WEIR NO 2,,,,CA00713,-119.8326,36.1796,,KINGS,SFK KINGS RIVER,1.5,1.5,TULARE LAKE BASIN WATER STORAGE DISTRICT,U,,N,CB,X,S,CS,1938,,185,15,0,12.5,15,0,0,480,480,97,0,L,N,10/20/2016,1,Y,"DWR, SAFETY OF DAMS",U,0,,460,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,TJ Cox (D),D,CA21,,0,Y,Y,Y,Y,
4688,EMPIRE WEIR NO 1,,,,CA00714,-119.8578,36.2389,,KINGS,SFK KINGS RIVER,6.5,6.5,EMPIRE WESTSIDE IRRIGATION DISTRICT,U,,N,CB,X,S,CS,1906,,77,18,0,15.5,18,0,0,50,50,16,0,L,N,10/20/2016,1,Y,"DWR, SAFETY OF DAMS",U,0,,160,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,TJ Cox (D),D,CA21,,0,Y,Y,Y,Y,
4689,LEMOORE DIV WEIR,,,,CA00715,-119.7228,36.4185,,KINGS,KINGS RIVER,1,1,LEMOORE CANAL AND IRRIGATION COMPANY,P,,N,CB,X,S,CS,1924,,192,21,0,21,21,0,0,50,50,13,0,L,N,6/9/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,TJ Cox (D),D,CA21,,0,Y,Y,Y,Y,
4690,LAST CHANCE WEIR,,,,CA00716,-119.6668,36.4201,,KINGS,KINGS RIVER,1,1,LAST CHANCE WATER DITCH COMPANY,P,,N,CB,X,S,CS,1919,,143,24,0,11.6,24,0,0,50,50,9,850,L,N,6/20/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,TJ Cox (D),D,CA21,,0,Y,Y,Y,Y,
4691,BUENA VISTA,,,,CA00717,-119.2355,35.1887,,KERN,OFFSTREAM,1.7,1.7,J.G. BOSWELL COMPANY AND TENNECO WEST,P,,N,RE,X,S,S,1890,,33000,20,0,15,20,0,0,205000,205000,24000,373,S,N,3/14/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,695700,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Kevin McCarthy (R),R,CA23,,0,Y,Y,Y,Y,
4692,TEJON STORAGE 1,,,,CA00718,-118.8287,34.9936,,KERN,TR EL PASO CREEK,1.1,1.1,TEJON RANCH COMPANY,P,,N,RE,X,S,S,1946,,580,32,0,25.5,32,0,0,700,700,54,1.3,L,N,3/13/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,46500,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Kevin McCarthy (R),R,CA23,,0,Y,Y,Y,Y,
4693,RANCHO DEL CIERVO,,,,CA00719,-119.8218,34.4748,,SANTA BARBARA,TR SAN JOSE CR,1,1,"SANTA BARBARA MOUNTAIN WATER CO., LLC",P,,N,RE,X,S,S,1938,,758,65,0,59,65,0,0,165,165,8,0.76,H,Y,6/21/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,86700,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,Y,Y,Y,Y,01-DEC-15
4694,KERN RIVER COUNTY PARK,"MING, LAKE",,,CA00720,-118.8601,35.4414,,KERN,TR KERN RIVER,12,12,KERN COUNTY PARKS AND RECREATION,L,,N,RE,X,S,RS,1959,,4700,24,0,20.5,24,0,0,790,790,113,0.6,H,N,2/15/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,144882,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Kevin McCarthy (R),R,CA23,,0,Y,Y,Y,Y,
4695,BUENA VISTA,,,,CA00721,-119.27,35.2234,,KERN,KERN RIVER,7,7,KERN COUNTY PARKS AND RECREATION,L,,N,RE,X,S,CRS,1973,,24000,14,0,11,14,0,0,7500,7500,980,1.8,S,N,3/14/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,891400,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Kevin McCarthy (R),R,CA23,,0,Y,Y,Y,Y,
4696,BIG FOUR RANCH,,,,CA00722,-119.0873,35.7494,,KERN,UNNAMED,1.6,1.6,KERN-TULARE WATER DISTRICT,U,,N,RE,X,S,S,1970,,1200,38,0,34,38,0,0,312,312,24,0.16,S,N,3/14/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,67500,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,TJ Cox (D),D,CA21,,0,Y,Y,Y,Y,
4697,ATASCADERO PARK,,,,CA00723,-120.6672,35.4681,,SAN LUIS OBISPO,TR ATASCADERO CR,,0,CITY OF ATASCADERO,L,,N,RE,X,R,RS,1918,,500,18,0,13,18,0,0,250,250,30,0.9,H,N,5/1/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,20000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,Y,Y,Y,Y,
4698,LAS TABLAS CREEK,,,,CA00724,-120.9415,35.6876,,SAN LUIS OBISPO,LAS TABLAS CR,,0,RABOBANK,P,,N,RE,X,R,CS,1961,,140,37,0,23.5,37,0,0,180,180,11,31,L,N,2/13/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,8000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,Y,Y,Y,Y,
4699,RIGHETTI,,,,CA00725,-120.5851,35.2491,,SAN LUIS OBISPO,W CORRAL DE PIEDRA,0.4,0.4,PRIVATE ENTITY,P,,N,RE,X,RS,CS,1966,,1200,83,0,76.5,83,0,0,735,735,29,4.25,H,N,4/30/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,146700,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,Y,Y,Y,Y,
4700,SAN MARCOS,,,,CA00726,-120.813,35.674,"S17,T26S,R11E,MD",SAN LUIS OBISPO,SAN MARCOS CREEK,4.5,,PRIVATE ENTITY,P,USDA NRCS,N,RE,X,S,CS,1964,,502,42,0,32,42,0,0,325,325,29,7.9,S,Y,5/1/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,40000,0,0,0,,USDA NRCS,,,,,,,CA,CA,30-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,Y,Y,Y,Y,
4701,HARTZELL,,,,CA00727,-120.8447,35.525,,SAN LUIS OBISPO,SANTA RITA CR,7.7,7.7,"OLD CREEK ROAD, LLC",P,,N,RE,X,RS,RS,1965,,275,50,0,42,50,0,0,300,300,30,3.85,S,Y,5/1/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,32000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,Y,Y,Y,Y,17-DEC-15
4702,"LOS CARNEROS, LAKE",,,,CA00728,-119.85,34.4404,,SANTA BARBARA,LA PATERA DEPRESS,1,1,CITY OF GOLETA,L,,N,RE,X,S,S,1932,,1921,31,0,18.2,31,0,0,168,168,20,0.34,H,N,6/11/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,36700,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,Y,Y,Y,Y,
4703,TEJON STORAGE 2,,,,CA00729,-118.7197,35.0239,,KERN,TR TEJON CREEK,1.4,1.4,TEJON RANCH COMPANY,P,,N,RE,X,RS,S,1956,,1100,67,0,62,67,0,0,860,860,40,1,L,N,3/13/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,116600,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Kevin McCarthy (R),R,CA23,,0,Y,Y,Y,Y,
4704,DOS PUEBLOS,,,,CA00730,-119.9526,34.4474,,SANTA BARBARA,TR DOS PUEBLOS,,0,STANDARD PORTFOLIOS ASSET MANAGEMENT COMPANY,P,,N,RE,X,RS,S,1946,,448,78,0,64,78,0,0,300,300,16,0.89,H,N,6/21/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,120000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,Y,Y,Y,Y,
4705,ALISAL CREEK,,,,CA00731,-120.1351,34.5476,,SANTA BARBARA,ALISAL CREEK,1,1,THE ALISAL RANCH,P,,N,RE,X,R,RS,1971,,1100,93,0,78,93,0,0,2342,2342,97,7.8,H,N,6/11/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,250000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,Y,Y,Y,Y,
4706,ANOLA,,,,CA00732,-119.3368,34.4368,,VENTURA,TR SANTA ANA CREEK,,0,U.S. BUREAU OF RECLAMATION,F,,N,RE,X,U,S,1924,,313,38,0,34,38,0,0,30,30,2,0,U,N,,0,N,,U,0,,16000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Julia Brownley (D),D,CA26,,0,N,N,N,N,
4707,LAKE SHERWOOD,,,,CA00736,-118.8568,34.1392,,VENTURA,POTRERO VALLEY CR,1,1,SHERWOOD DEVELOPMENT COMPANY,P,,N,VA,X,R,RS,1904,,350,45,0,44,45,0,0,2600,2600,163,0,H,N,5/24/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Julia Brownley (D),D,CA26,,0,Y,Y,Y,Y,
4708,"ELEANOR, LAKE",,,,CA00737,-118.8517,34.1355,,VENTURA,ELEANOR CREEK,1,1,CONEJO RECREATION AND PARK DISTRICT,U,,N,VA,X,R,RS,1881,,140,37,0,36,37,0,0,104,104,9,1.2,H,N,5/25/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,600,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Julia Brownley (D),D,CA26,,0,Y,Y,Y,Y,
4709,MALIBU LAKE CLUB,,,,CA00739,-118.7513,34.1045,,LOS ANGELES,MALIBU CREEK,7,7,"MALIBU LAKE MOUNTAIN CLUB, INC.",P,,N,VA,X,R,RS,1923,,190,44,0,39,44,0,0,500,500,55,64,H,Y,2/22/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,900,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ted Lieu (D),D,CA33,,0,Y,Y,Y,Y,01-AUG-13
4710,CENTURY,,,,CA00740,-118.7334,34.0985,,LOS ANGELES,MALIBU CREEK,5,5,CALIFORNIA DEPARTMENT OF PARKS AND RECREATION,S,,N,VA,X,RS,RS,1913,,149,44,0,39,44,0,0,70,70,7,68.1,H,N,2/23/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,1550,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ted Lieu (D),D,CA33,,0,Y,Y,Y,Y,
4711,LINDERO,,,,CA00742,-118.7875,34.1475,,LOS ANGELES,LINDERO CREEK,1,1,LAKE LINDERO HOMEOWNERS ASSOCIATION,P,,N,RE,X,R,RS,1966,,170,19,0,12,19,0,0,90,90,12,5,S,N,2/23/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,1550,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ted Lieu (D),D,CA33,,0,Y,Y,Y,Y,
4712,POTRERO,,,,CA00743,-118.8251,34.1353,,LOS ANGELES,TRIUNFO CANYON CR,1,1,WESTLAKE LAKE MANAGEMENT ASSOCIATION,P,,N,PG,X,R,CS,1967,,730,40,0,30,40,0,0,1600,1600,95,28.9,H,Y,2/23/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,14300,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Julia Brownley (D),D,CA26,,0,Y,Y,Y,Y,
4713,PETERS CANYON,,,,CA00746,-117.7628,33.7797,,ORANGE,PETERS CANYON,3,3,COUNTY OF ORANGE,L,,N,RE,X,S,OS,1932,,580,54,0,49,54,0,0,1090,1090,65,0,H,Y,2/21/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,111100,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Katie Porter (D),D,CA45,,0,Y,Y,Y,Y,09-JUN-08
4714,SYPHON CANYON,,,,CA00749,-117.7326,33.7097,,ORANGE,TR NEWPORT BAY,,0,IRVINE RANCH WATER DISTRICT,U,,N,RE,X,U,OS,1949,,843,59,0,52,59,0,0,578,578,28,0,H,Y,4/5/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,145000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Katie Porter (D),D,CA45,,0,Y,Y,Y,Y,
4715,VEEH,,,,CA00750,-117.7329,33.6254,,ORANGE,TR SAN DIEGO CR,1,1,LAKE HILLS COMMUNITY CHURCH,P,,N,RE,X,S,S,1936,,417,37,0,30.7,37,0,0,185,185,16,1.7,H,Y,5/31/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,22060,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Katie Porter (D),D,CA45,,0,Y,Y,Y,Y,
4716,ROSSMOOR NO 1,,,,CA00753,-117.7304,33.6192,,ORANGE,TR SAN DIEGO CR,,0,EL TORO WATER DISTRICT,U,,N,RE,X,S,OS,1964,,305,36,0,32.5,36,0,0,43,43,3,0.23,H,N,5/31/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,22000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Katie Porter (D),D,CA45,,0,Y,Y,Y,Y,
4717,GLEN MARTIN,SHADOW LAKE,,,CA00754,-116.9869,34.1421,,SAN BERNARDINO,MOUNTAIN HOME CR,5,5,"HIGHEST AND BEST USE, LLC",P,,N,RE,X,S,RS,1950,,302,55,0,49,55,0,0,33,33,2,0.3,H,N,6/26/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,48390,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,
4718,CHINO RANCH #1,,,,CA00755,-117.7867,33.9899,,SAN BERNARDINO,TONNER CANYON CR,13,13,CITY OF INDUSTRY URBAN DEVELOPMENT AGENCY,L,,N,RE,X,S,S,1918,,460,22,0,17.5,22,0,0,137,137,20,0,S,N,2/22/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,15000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,"Gil Ray Cisneros, Jr. (D)",D,CA39,,0,Y,Y,Y,Y,
4719,CEDAR LAKE,,,,CA00756,-116.9403,34.2312,,SAN BERNARDINO,TALMADGE CREEK,12,12,"CEDAR LAKE CAMP, INC.",P,,Y,VA,X,R,RS,1928,,220,28,0,28,28,0,0,30,30,3,0.5,H,Y,6/7/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,650,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,18-NOV-15
4720,BEAR VALLEY,BIG BEAR LAKE,,,CA00757,-116.9776,34.2423,,SAN BERNARDINO,BEAR CREEK,16,16,BIG BEAR MUNICIPAL WATER DISTRICT,U,,Y,MV,X,R,RS,1911,,360,80,0,80,80,0,0,74000,74000,2649,38.7,S,Y,6/7/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,4684,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,
4721,GREEN VALLEY LAKE,,,,CA00758,-117.0823,34.2389,,SAN BERNARDINO,GREEN VALLEY CR,4,4,GREEN VALLEY MUTUAL WATER COMPANY,P,,N,MV,X,R,RS,1925,,425,56,0,53,56,0,0,250,250,22,1.2,H,Y,6/6/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,1500,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,
4722,LAKE ARROWHEAD,,,,CA00759,-117.1676,34.2606,,SAN BERNARDINO,LITTLE BEAR CR,1,1,ARROWHEAD LAKE ASSOCIATION,P,,Y,RE,X,R,HRS,1922,,720,190,0,182,190,0,0,48000,48000,780,6.85,S,Y,12/5/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,1300000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,18-JUL-14
4723,GRASS VALLEY,,,,CA00760,-117.2174,34.2634,,SAN BERNARDINO,GRASS VALLEY CR,3,3,ARROWHEAD LAKE ASSOCIATION,P,,N,RE,X,RS,CRS,1964,,170,35,0,25,35,0,0,243,243,20,2.6,H,Y,12/5/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,12700,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Paul Cook (R),R,CA08,,0,Y,Y,Y,Y,18-JUL-14
4724,RANCHO CIELITO,,,,CA00761,-117.7089,33.9768,,SAN BERNARDINO,TR CHINO CREEK,0.3,0.3,ROLLING RIDGE RANCH,P,,N,RE,X,S,S,1912,,1000,9,0,6.9,9,0,0,110,110,25,0.8,H,N,2/22/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,6000,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,"Gil Ray Cisneros, Jr. (D)",D,CA39,,0,Y,Y,Y,Y,
4725,LAKE HEMET,,,,CA00763,-116.7064,33.6652,,RIVERSIDE,TR SAN JACINTO RIVER,12,12,LAKE HEMET MUNICIPAL WATER DISTRICT,U,,Y,PG,X,R,S,1895,,324,135,0,130,135,0,0,14000,14000,470,0,H,Y,10/3/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,32320,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Raul Ruiz (D),D,CA36,,0,Y,Y,Y,Y,
4726,RAILROAD CANYON,,,,CA00765,-117.2735,33.6754,,RIVERSIDE,SAN JACINTO RIVER,3,3,ELSINORE VALLEY MUNICIPAL WATER DISTRICT,U,,N,VA,X,R,S,1928,,590,94,0,65.8,94,0,0,11586,11586,525,664,H,N,10/2/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,15964,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ken Calvert (R),R,CA42,,0,Y,Y,Y,Y,
4727,LEE LAKE,,,,CA00766,-117.4458,33.7502,,RIVERSIDE,TEMESCAL CREEK,12,12,ELSINORE VALLEY MUNICIPAL WATER DISTRICT,U,,N,RE,X,RS,S,1893,,520,47,0,31,47,12347,0,1100,1100,70,56.18,S,N,10/2/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ken Calvert (R),R,CA42,,0,Y,Y,Y,Y,
4728,EL CASCO,,,,CA00767,-117.1089,33.977,"S20,T 2S,R 2W,SB",RIVERSIDE,SAN TIMOTEO CREEK,9,,RIVERSIDE LAND CONSERVANCY,P,USDA NRCS,N,RE,X,S,S,1879,,1200,19,0,16,19,0,0,143,143,15,0,L,N,12/21/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,11500,0,0,0,,USDA NRCS,,,,,,,CA,CA,30-JUL-18,,Mark Takano (D),D,CA41,,0,Y,Y,Y,Y,
4729,HALL MILL DAM,LAKE FULMOR DAM,,,CA00768,-116.780861,33.80418,,SAN BERNARDINO,,,0,USDA FS,F,,N,RE,EZ,RSZ,O,1949,,220,40,0,0,40,0,0,0,0,0,0,S,NR,9/28/2015,5,N,,U,0,,0,0,0,0,,,,USDA FS,,USDA FS,USDA FS,,USDA FS,CA,18-JUL-18,,Raul Ruiz (D),D,CA36,,0,N,N,N,N,
4730,FOSTER,,,,CA00769,-116.7272,33.7571,,RIVERSIDE,LILY CREEK,1,1,IDYLLWILD WATER DISTRICT,U,,N,RE,X,R,S,1945,,277,38,0,31,38,0,0,56,56,6,0.85,H,Y,10/2/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,21157,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Raul Ruiz (D),D,CA36,,0,Y,Y,Y,Y,05-JUL-15
4731,VAIL,,,,CA00770,-116.9776,33.4968,,RIVERSIDE,TEMECULA CREEK,15,15,RANCHO CALIFORNIA WATER DISTRICT,U,,N,VA,X,R,S,1949,,788,152,0,139.4,152,0,0,51000,51000,1078,318.4,H,Y,5/17/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,30360,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ken Calvert (R),R,CA42,,0,Y,Y,Y,Y,17-MAY-17
4732,QUAIL VALLEY,,,,CA00771,-117.253,33.698,,RIVERSIDE,TR SAN JACINTO RIV,5,5,"K. HOVNANIAN COMPANIES OF CALIFORNIA, INC.",P,,N,RE,X,R,RS,1959,,275,37,0,31,37,0,0,103,103,10,1.6,H,Y,10/2/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,25400,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Ken Calvert (R),R,CA42,,0,Y,Y,Y,Y,
4733,"WOHLFORD, LAKE",LAKE WOHLFORD,,,CA00772,-117.0048,33.1676,,SAN DIEGO,ESCONDIDO CREEK,3,3,CITY OF ESCONDIDO,L,,N,RE,X,R,HS,1924,,422,100,0,95.2,100,0,0,6950,6950,225,8,H,Y,6/21/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,156300,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Duncan Hunter (R),R,CA50,,0,Y,Y,Y,Y,
4734,FAIRBANKS,,,,CA00773,-117.1814,33.003,,SAN DIEGO,TR SAN DIEGUITO RV,7,7,FAIRBANKS RANCH ASSOCIATION,P,,N,PG,X,R,S,1927,,194,36,0,32,36,0,0,100,100,16,1.5,H,N,9/14/2017,1,Y,"DWR, SAFETY OF DAMS",U,0,,1560,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Mike Levin (D),D,CA49,,0,Y,Y,Y,Y,
4735,CORTE MADERA,,,,CA00774,-116.5781,32.7761,,SAN DIEGO,TR PINE VALLEY CR,4,4,"RANCHO CORTE MADERA, INC.",P,,Y,RE,X,S,RS,1919,,200,16,0,7.5,16,0,0,325,325,69,2.5,L,N,2/7/2018,1,Y,"DWR, SAFETY OF DAMS",U,0,,3500,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Juan Vargas (D),D,CA51,,0,Y,Y,Y,Y,
